DCA License Number,Business Name,Business Name 2,Industry,Event Type,Event Date,Status
1158005-DCA,"REID, RACQUEL C",4 CORNER GROCERY AND DELI,Tobacco Retail Dealer,Revoked,8/8/2005,Inactive
1160356-DCA,M.A.Y. CORP.,POCO LOCO RECORDS & VIDEO,Electronics Store,Suspended,8/8/2005,Inactive
1161537-DCA,M&A FOOD DELI CORP.,,Tobacco Retail Dealer,Revoked,8/8/2005,Inactive
1175424-DCA,"ALMUNTASER, SALEH M",S CANDY & DELI,Tobacco Retail Dealer,Suspended,8/8/2005,Inactive
0899612-DCA,"MOHAMMAD, AZAM",APEX CONTRACTING CO,Home Improvement Contractor,Surrendered,8/9/2005,Inactive
0901569-DCA,"GOLISZEWSKI, WIESLAW",SHOE REPAIR,Secondhand Dealer - General,Suspended,8/9/2005,Inactive
0975955-DCA,"NEW BROADWAY JEWELRY, INC.",,Secondhand Dealer - General,Surrendered,8/9/2005,Inactive
1001952-DCA,"G.S. GENERAL CONTRACTING & RENOVATION, CORP.",,Home Improvement Contractor,Surrendered,8/9/2005,Inactive
1118831-DCA,"L & M BRONXWOOD GROCERY, INC.",,Tobacco Retail Dealer,Surrendered,8/9/2005,Inactive
1185547-DCA,,,Home Improvement Salesperson,Surrendered,8/9/2005,Inactive
1188477-DCA,"SANTOS, LEURIS",EASTSIDE TIRE SHOP,Secondhand Dealer - General,Surrendered,8/10/2005,Inactive
1133233-DCA,ARAMIS SANCHES,ITEL,Electronics Store,Suspended,8/15/2005,Inactive
1144463-DCA,L & J FOOD MARKET INC,,Stoop Line Stand,Suspended,8/16/2005,Inactive
1086125-DCA,EVEREST FOOD & GROCERY INC,EVEREST CONSTRUCTION,Home Improvement Contractor,Surrendered,8/17/2005,Inactive
0903181-DCA,"DE LA ROSA, MANUEL",MELISSA LAUNDROMAT,Laundry,Surrendered,8/18/2005,Inactive
1118491-DCA,"CONCOURSE PARKING, INC.",,Parking Lot,Suspended,8/18/2005,Inactive
1146779-DCA,"GRULLON, ANTONIO",ANTHONY COOLING,Electronic & Appliance Service,Surrendered,8/18/2005,Inactive
1203853-DCA,"WONG, YUK-PING",YUK PING WONG CO.,Laundry Jobber,Surrendered,8/18/2005,Inactive
1187647-DCA,,,Tow Truck Driver,Suspended,8/18/2005,Inactive
1088333-DCA,"KALMILATA GROCERY & FISH MARKET, INC.",,Tobacco Retail Dealer,Revoked,8/19/2005,Inactive
1071277-DCA,,,Tow Truck Driver,Suspended,8/19/2005,Inactive
1142795-DCA,"STONEART & TILE, INC.",,Home Improvement Contractor,Suspended,8/19/2005,Inactive
1145203-DCA,,,Tow Truck Driver,Suspended,8/19/2005,Inactive
0917488-DCA,,,Tow Truck Driver,Suspended,8/19/2005,Inactive
0956998-DCA,,,Tow Truck Driver,Suspended,8/19/2005,Inactive
1159834-DCA,,,Tow Truck Driver,Suspended,8/19/2005,Inactive
1182318-DCA,,,Tow Truck Driver,Suspended,8/19/2005,Inactive
1096325-DCA,,,Tow Truck Driver,Suspended,8/19/2005,Inactive
1066029-DCA,BANGLADESH LIMITED,,Stoop Line Stand,Suspended,8/20/2005,Inactive
0851742-DCA,"LA FRES FORD, INC.",,Secondhand Dealer - Auto,Suspended,8/22/2005,Inactive
1054217-DCA,"VIDALS, CRISTOBAL M",VIDAL'S DELI & GROCERY,Tobacco Retail Dealer,Surrendered,8/22/2005,Inactive
1151218-DCA,WIRELESS STATION I INC,,Electronics Store,Suspended,8/22/2005,Inactive
1158228-DCA,"TIMES CLEANER, CORP.",,Laundry Jobber,Suspended,8/22/2005,Inactive
1020583-DCA,WORLD TRADE AUTO SALES INC.,,Secondhand Dealer - Auto,Revoked,8/23/2005,Inactive
1132709-DCA,"HOLLIS DELI & GRILL, INC.",,Tobacco Retail Dealer,Revoked,8/23/2005,Inactive
1132718-DCA,HR WIRELESS INC.,,Electronics Store,Suspended,8/23/2005,Inactive
1165818-DCA,ANIS LLC,DNS SUPERETTE,Stoop Line Stand,Suspended,8/23/2005,Inactive
0957636-DCA,MATZAS TRADING CORPORATION,,Laundry,Suspended,8/24/2005,Inactive
0989173-DCA,WINMARK SUPERMARKET INC,,Stoop Line Stand,Suspended,8/24/2005,Inactive
1184314-DCA,,,General Vendor,Surrendered,8/24/2005,Inactive
1009537-DCA,CELLTRAV CORP.,,Electronics Store,Suspended,8/24/2005,Inactive
1072171-DCA,"ALFORD, GLADYS",PEOPLES GROCERY,Tobacco Retail Dealer,Suspended,8/24/2005,Inactive
1082748-DCA,P & A PAGER REPAIR & WHOLESALERS CORP.,P & A II WIRELESS AUTO SOUND & SECURITY,Electronics Store,Suspended,8/24/2005,Inactive
1090864-DCA,"RODRIGUEZ, MINERVA",SOUTH OZONE MEAT & GROCERY STORE,Tobacco Retail Dealer,Surrendered,8/24/2005,Inactive
0908825-DCA,,,General Vendor,Surrendered,8/24/2005,Inactive
1055711-DCA,"D.A. DELI & GROCERY, INC.",,Tobacco Retail Dealer,Suspended,8/25/2005,Inactive
1145471-DCA,"ASSABAHI, JAMAL S.",CROWN FOOD DELI & GROCERY,Tobacco Retail Dealer,Suspended,8/25/2005,Inactive
1158086-DCA,EVERGREEN FRUITS AND MINIMART CORP.,,Stoop Line Stand,Surrendered,8/25/2005,Inactive
1158728-DCA,"TODDLER TOWING, LTD.",,Tow Truck Company,Surrendered,8/25/2005,Inactive
1161413-DCA,EVERGREEN FRUITS AND MINIMART CORP.,,Tobacco Retail Dealer,Surrendered,8/25/2005,Inactive
1010807-DCA,,,General Vendor,Surrendered,8/25/2005,Inactive
1016720-DCA,BARRY & PATRICK'S COMPLETE AUTO REPAIR CENTER INC,,Secondhand Dealer - General,Surrendered,8/26/2005,Inactive
1069557-DCA,JAMAICA TERMINAL NEWSSTAND INC.,,Tobacco Retail Dealer,Surrendered,8/29/2005,Inactive
1156493-DCA,"ZAPIL, VENTURA C",V & C AUTO MAGIC,Secondhand Dealer - Auto,Surrendered,8/29/2005,Inactive
1158429-DCA,"MOSHEE'S FURNITURE WAREHOUSE, INC.",,Secondhand Dealer - General,Surrendered,8/29/2005,Inactive
1151684-DCA,,,Tow Truck Driver,Suspended,8/29/2005,Inactive
1052486-DCA,"MANSOOR, TARIQ",TARIQ GROCERY,Tobacco Retail Dealer,Surrendered,8/30/2005,Inactive
1070238-DCA,"VALDES, MARIA M.",VALDES DELI GROCERY,Tobacco Retail Dealer,Surrendered,8/31/2005,Inactive
0993509-DCA,PAL'S TOWING INC.,,Tow Truck Company,Suspended,9/1/2005,Inactive
0998379-DCA,194 FOOD PLAZA INC.,,Stoop Line Stand,Suspended,9/1/2005,Inactive
1045553-DCA,"ALYAFAI, ATEF H.",LUCKY ONE DELI & GROCERY,Tobacco Retail Dealer,Revoked,9/1/2005,Inactive
1129372-DCA,"JOHNNY K'S, INC.",,Tobacco Retail Dealer,Surrendered,9/1/2005,Inactive
1169744-DCA,POLAND LEMON TREE MARKET INC.,,Stoop Line Stand,Suspended,9/1/2005,Inactive
1196319-DCA,"3N LAUNDROMAT, INC.",,Laundry,Surrendered,9/2/2005,Inactive
1049863-DCA,HAMILTON CORNER MEAT MARKET INC.,,Tobacco Retail Dealer,Revoked,9/7/2005,Inactive
1099986-DCA,LA PLAZA MEXICO GROCERY DELI MEAT MARKET,,Tobacco Retail Dealer,Revoked,9/7/2005,Inactive
1042337-DCA,"NAWAZ, ALI",BROTHERS CANDY STORE,Tobacco Retail Dealer,Suspended,9/8/2005,Inactive
0429962-DCA,PARK 36TH GARAGE CORP.,,Garage,Surrendered,9/9/2005,Inactive
1064973-DCA,WARBURTON CORP.,,Stoop Line Stand,Surrendered,9/9/2005,Inactive
1137941-DCA,"KETCHELIAN, HRATCH",HRATCH AUTO BODY,Secondhand Dealer - General,Surrendered,9/9/2005,Inactive
1099535-DCA,"RICHMOND WEST SHORE SERVICE ROAD, INC.",,Tobacco Retail Dealer,Surrendered,9/13/2005,Inactive
1187103-DCA,BHATIA DISCOUNT STORE INC,,Electronic & Appliance Service,Surrendered,9/13/2005,Inactive
1198809-DCA,"MOJUMDER, AMRANUL H",YEMMY BAGELS & NEWSSTAND,Tobacco Retail Dealer,Surrendered,9/13/2005,Inactive
1109164-DCA,"DWYER, STEVEN T",INFINITY CONSTRUCTION,Home Improvement Contractor,Surrendered,9/14/2005,Inactive
1162436-DCA,,,Tow Truck Driver,Suspended,9/14/2005,Inactive
1156622-DCA,,,Tow Truck Driver,Suspended,9/14/2005,Inactive
1196128-DCA,,,Tow Truck Driver,Suspended,9/14/2005,Inactive
1147536-DCA,,,Tow Truck Driver,Suspended,9/14/2005,Inactive
1158905-DCA,,,Tow Truck Driver,Suspended,9/14/2005,Inactive
1043029-DCA,BOITEL MARKETS INC.,SUPERIOR MARKETS,Tobacco Retail Dealer,Revoked,9/15/2005,Inactive
1161245-DCA,J & D FRESH PRODUCE INC.,,Tobacco Retail Dealer,Surrendered,9/15/2005,Inactive
1179220-DCA,Y&J DELI INC.,,Tobacco Retail Dealer,Suspended,9/15/2005,Inactive
0902215-DCA,"LAL, MOHINDER",HOPE CONSTRUCTION CO,Home Improvement Contractor,Surrendered,9/16/2005,Inactive
1046933-DCA,"SAJJAD, MOHAMMAD",280 KINGS HGWY GROCERY,Tobacco Retail Dealer,Suspended,9/16/2005,Inactive
1073468-DCA,VOSHOD - SUNRISE SUPERMARKET INC.,,Tobacco Retail Dealer,Surrendered,9/16/2005,Inactive
1126568-DCA,"RAFAEL'S DELI, CORP.",,Tobacco Retail Dealer,Surrendered,9/16/2005,Inactive
1145081-DCA,"COREY CONSTRUCTION, INC.",,Home Improvement Contractor,Surrendered,9/16/2005,Inactive
1159818-DCA,"GONZALEZ, PEDRO B",AMOR DELI-GROCERY,Tobacco Retail Dealer,Surrendered,9/16/2005,Inactive
1167110-DCA,EVERGREEN FRUITS AND MINIMART CORP.,,Stoop Line Stand,Surrendered,9/16/2005,Inactive
0914313-DCA,"SOS AUTO BODY, INC.",,Tow Truck Company,Surrendered,9/19/2005,Inactive
1130891-DCA,"ALKAIFI, MUSLEH A",PLATANO CANDY STORE,Tobacco Retail Dealer,Revoked,9/19/2005,Inactive
1091186-DCA,"RODRIGUEZ, ZENAIDA & CRUZ, DAVID",Z D USED FURNITURE,Secondhand Dealer - General,Suspended,9/20/2005,Inactive
1137191-DCA,,,Tow Truck Driver,Suspended,9/20/2005,Inactive
0895645-DCA,"1825 TOWING, INC.",JEM TOWING,Tow Truck Company,Suspended,9/21/2005,Inactive
1048591-DCA,"JONES, WILLIE",,Tobacco Retail Dealer,Revoked,9/21/2005,Inactive
1126077-DCA,A.K. CONVENIENCE INC.,,Tobacco Retail Dealer,Revoked,9/21/2005,Inactive
1127191-DCA,"POLO, PEDRO",ATLANTIC MINI MARKET INC.,Tobacco Retail Dealer,Revoked,9/21/2005,Inactive
1191188-DCA,"PCD DALE CATERERS OF BROOKLYN, INC.",,Tobacco Retail Dealer,Suspended,9/21/2005,Inactive
1191388-DCA,,,General Vendor,Surrendered,9/22/2005,Inactive
1005090-DCA,"YORK MARKET, INC.",,Stoop Line Stand,Suspended,9/23/2005,Inactive
1130878-DCA,"RODRIGUEZ, ROSEMARIE",RODRIGUEZ DELI & GRILL STORE,Tobacco Retail Dealer,Suspended,9/23/2005,Inactive
1145028-DCA,"JAM IV, INC",THE PHONE SPOT,Electronics Store,Suspended,9/23/2005,Inactive
1158095-DCA,CLEAN CITY WEBSTER AVENUE LLC,,Laundry,Surrendered,9/23/2005,Inactive
1185627-DCA,ZARAGOSA DELI GROCERY CORP.,,Tobacco Retail Dealer,Suspended,9/23/2005,Inactive
1186632-DCA,TIPU TRADING INC.,,Tobacco Retail Dealer,Suspended,9/23/2005,Inactive
1121034-DCA,,,Tow Truck Driver,Suspended,9/23/2005,Inactive
0956637-DCA,ONE ABINGDON GOOD FOOD CORP.,,Stoop Line Stand,Suspended,9/26/2005,Inactive
0963862-DCA,"AFFORDABLE LOCKSMITH, INC.",AFFORDABLE LOCKSMITH INC,Home Improvement Contractor,Surrendered,9/26/2005,Inactive
1056886-DCA,"ROSA, DAVID",RANDY GROCERY STORE,Tobacco Retail Dealer,Surrendered,9/26/2005,Inactive
1119536-DCA,"FLORES, LILIANA",LILIANA GROCERY STORE,Tobacco Retail Dealer,Surrendered,9/26/2005,Inactive
1160335-DCA,GOLDEN BROTHERS DELI & GROCERY CORP.,,Tobacco Retail Dealer,Surrendered,9/26/2005,Inactive
1194419-DCA,"CHUN, MICHELLE",MINI CONVENIENCE,Tobacco Retail Dealer,Surrendered,9/28/2005,Inactive
0921377-DCA,,,Locksmith,Surrendered,9/28/2005,Inactive
0960658-DCA,,,Tow Truck Driver,Suspended,9/28/2005,Inactive
1198575-DCA,,,Tow Truck Driver,Suspended,9/28/2005,Inactive
1197974-DCA,,,General Vendor,Surrendered,9/28/2005,Inactive
1171013-DCA,,,Tow Truck Driver,Suspended,9/28/2005,Inactive
1132320-DCA,"ALI, OMER",YAFFA DELI GROCERY,Tobacco Retail Dealer,Revoked,9/29/2005,Inactive
1139911-DCA,"ARTISIAN (UNCOMMON GROUND), LLC",,Home Improvement Contractor,Revoked,9/29/2005,Inactive
1159853-DCA,"LIBERTY MULTI-TRADE, LLC",,Tobacco Retail Dealer,Revoked,9/29/2005,Inactive
1192678-DCA,ENHANCED RECOVERY CORPORATION,,Debt Collection Agency,Surrendered,9/29/2005,Inactive
1054933-DCA,"YAGUAL, MIRYAM",VIZUETA ENTERPRISE,Tobacco Retail Dealer,Surrendered,9/30/2005,Inactive
1101705-DCA,"NAGI, KHALID A.",FLATBUSH DELI,Tobacco Retail Dealer,Revoked,9/30/2005,Inactive
1130963-DCA,"PROGOTI GROCERY U.S.A., INC.",,Tobacco Retail Dealer,Revoked,9/30/2005,Inactive
1131981-DCA,MOUNTAIN DELI & GROCERY INC.,,Tobacco Retail Dealer,Revoked,9/30/2005,Inactive
1157266-DCA,"ALZUBAIDI, GAMAL A",2843 CANDY GROCERY STORE,Tobacco Retail Dealer,Revoked,9/30/2005,Inactive
1004222-DCA,"CLASSIC COLLISION, INC",,Secondhand Dealer - General,Surrendered,10/3/2005,Inactive
1159789-DCA,"QUICK LINEN, INC.",KIM'S CLEANERS,Laundry Jobber,Surrendered,10/3/2005,Inactive
1169701-DCA,RAJIMA GROCERY CORP.,THEATER DELI,Tobacco Retail Dealer,Revoked,10/3/2005,Inactive
0975250-DCA,,,Tow Truck Driver,Revoked,10/3/2005,Inactive
0926991-DCA,GISELLE 144 GARAGE CORP.,,Garage,Surrendered,10/4/2005,Inactive
1065922-DCA,"NEWCIKAN, INC.",,Tobacco Retail Dealer,Suspended,10/4/2005,Inactive
1114521-DCA,HOWLA CORPORATION,,Tobacco Retail Dealer,Surrendered,10/4/2005,Inactive
1139745-DCA,BELKA INTERNATIONAL FOOD INC.,,Stoop Line Stand,Suspended,10/4/2005,Inactive
1147910-DCA,"JORGE, EMILIO",JORGE'S DELI GROCERY,Tobacco Retail Dealer,Suspended,10/4/2005,Inactive
0832806-DCA,SINGALLI COLLISION CORP.,,Tow Truck Company,Suspended,10/5/2005,Inactive
0974255-DCA,,,Tow Truck Driver,Suspended,10/5/2005,Inactive
1178640-DCA,,,General Vendor,Surrendered,10/5/2005,Inactive
1159652-DCA,,,Tow Truck Driver,Suspended,10/5/2005,Inactive
1132504-DCA,,,Tow Truck Driver,Suspended,10/5/2005,Inactive
0941301-DCA,"FENG, YU HUI",SIMON'S LAUNDRY & CLEANERS,Laundry,Surrendered,10/6/2005,Inactive
1128681-DCA,THE RENOVATION GENERATION,,Home Improvement Contractor,Revoked,10/6/2005,Inactive
1128680-DCA,,,Home Improvement Salesperson,Revoked,10/6/2005,Inactive
1191453-DCA,,,Home Improvement Salesperson,Surrendered,10/6/2005,Inactive
1050379-DCA,"INTERBORO SUN, INC.",,Tobacco Retail Dealer,Suspended,10/7/2005,Inactive
1107395-DCA,ALHEJEH FAMILY CORP.,,Tobacco Retail Dealer,Revoked,10/7/2005,Inactive
1160748-DCA,"EXPRESS STOP DELI & GROCERY, INC",,Tobacco Retail Dealer,Revoked,10/7/2005,Inactive
1206938-DCA,C VILLAGE INC.,,Tobacco Retail Dealer,Surrendered,10/7/2005,Inactive
0971747-DCA,"ROSAS, VICENTE",VICENTE ROSAS JEWELRY,Secondhand Dealer - General,Surrendered,10/11/2005,Inactive
1070131-DCA,"ALSAEDI, HAMOD K",H.A DELI GROCERY,Tobacco Retail Dealer,Suspended,10/11/2005,Inactive
0916261-DCA,"CASTRO, RAMON",R C PARKING GARAGE,Garage and Parking Lot,Surrendered,10/12/2005,Inactive
1045072-DCA,960 AMST. FOOD MARKET INC.,,Tobacco Retail Dealer,Surrendered,10/12/2005,Inactive
1050506-DCA,"LUGO, OLIMPIO",OLIMPIO GROCERY,Tobacco Retail Dealer,Surrendered,10/12/2005,Inactive
1122273-DCA,"LEE, PAN GI",MIOK ENTERPRISE,Tobacco Retail Dealer,Surrendered,10/12/2005,Inactive
1146147-DCA,WIZARD: NYC TOP RENOVATION & CONSTRUCTION CORP.,,Home Improvement Contractor,Revoked,10/12/2005,Inactive
1155869-DCA,RAHIBKO DELI GROCERY INC.,,Tobacco Retail Dealer,Surrendered,10/12/2005,Inactive
1164995-DCA,FOREST GROCERY CORP,,Tobacco Retail Dealer,Surrendered,10/12/2005,Inactive
1176149-DCA,"WH SMITH HOTEL STORES, INC.",STORE #104,Tobacco Retail Dealer,Surrendered,10/12/2005,Inactive
1188532-DCA,"AFFINITY BUILDERS, LLC",,Home Improvement Contractor,Surrendered,10/12/2005,Inactive
1146148-DCA,,,Home Improvement Salesperson,Revoked,10/12/2005,Inactive
1044948-DCA,NEW GLENWOOD DELI CORP.,,Tobacco Retail Dealer,Revoked,10/13/2005,Inactive
1186924-DCA,R.A.B. GROCERY CORP.,,Tobacco Retail Dealer,Revoked,10/13/2005,Inactive
1188630-DCA,"MOTILAL, DEODATH R",,Home Improvement Contractor,Surrendered,10/13/2005,Inactive
1201180-DCA,"231 ROCKAWAY GROCERY DELI, INC.",,Tobacco Retail Dealer,Surrendered,10/13/2005,Inactive
1019821-DCA,"PIERCE, HAMILTON AND STERN, INC.",PHS COLLECTION AGENCY,Debt Collection Agency,Surrendered,10/14/2005,Inactive
1056088-DCA,"PATWARI, NUR MOHAMMAD",ROCKAWAY VARIETY STORE,Tobacco Retail Dealer,Surrendered,10/14/2005,Inactive
1132378-DCA,N M M SUPERMARKET CORP,N M M SUPERMARKET CORP,Tobacco Retail Dealer,Surrendered,10/14/2005,Inactive
1164014-DCA,LOMA'S MART CORP.,,Tobacco Retail Dealer,Surrendered,10/14/2005,Inactive
1115912-DCA,SMT JEWELRY INC.,,Secondhand Dealer - General,Surrendered,10/17/2005,Inactive
1149165-DCA,"PAWNIT BEDFORD PARK, LLC",,Pawnbroker,Suspended,10/18/2005,Inactive
1165018-DCA,"REYNOSO, FELICIANO A",PUCHO TIRES SHOP,Secondhand Dealer - General,Surrendered,10/18/2005,Inactive
1186106-DCA,NOAH PRODUCTS INC.,,Stoop Line Stand,Suspended,10/18/2005,Inactive
1187169-DCA,,,General Vendor,Surrendered,10/18/2005,Inactive
0895651-DCA,A.M.A. AMUSEMENTS LTD.,A.M.A. TOWING,Tow Truck Company,Suspended,10/19/2005,Inactive
1057140-DCA,M & L MILLENIUM DELI & GROCERY INC.,,Tobacco Retail Dealer,Suspended,10/19/2005,Inactive
1104156-DCA,"GOLAN TOWING, INC",,Tow Truck Company,Suspended,10/19/2005,Inactive
1182943-DCA,PHILLIP FOOD CORPORATION,,Tobacco Retail Dealer,Suspended,10/19/2005,Inactive
1187045-DCA,ALGAD FOOD CORP.,,Tobacco Retail Dealer,Suspended,10/19/2005,Inactive
1056012-DCA,"MARLENE FOOD, CORP.",,Tobacco Retail Dealer,Surrendered,10/20/2005,Inactive
1056685-DCA,ALHAIFAH CORP.,KING GOURMET DELI,Tobacco Retail Dealer,Surrendered,10/20/2005,Inactive
1125919-DCA,T & L NEWS STAND INC.,,Tobacco Retail Dealer,Suspended,10/20/2005,Inactive
1126010-DCA,AVIZAT LAUNDROMAT INC.,,Laundry,Surrendered,10/20/2005,Inactive
1133506-DCA,EL-FARIS CORPORATION,,Tobacco Retail Dealer,Surrendered,10/20/2005,Inactive
1189910-DCA,ITEL SYSTEMS CORP,,Electronics Store,Surrendered,10/20/2005,Inactive
1056776-DCA,"PEREZ, LUIS A.",PEREZ DELI GROCERY,Tobacco Retail Dealer,Surrendered,10/21/2005,Inactive
1148634-DCA,METROPOLITAN WOOD FLOOR INC.,,Home Improvement Contractor,Surrendered,10/21/2005,Inactive
1186928-DCA,"214 GREEN LAUNDROMAT, INC.",,Laundry,Suspended,10/21/2005,Inactive
1196388-DCA,"RICCARDO, JOHN",RICCARDO HOME IMPROVEMENTS,Home Improvement Contractor,Surrendered,10/21/2005,Inactive
1187785-DCA,AGS AUTO SALES INC.,,Secondhand Dealer - Auto,Surrendered,10/24/2005,Inactive
1100167-DCA,SANCHEZ DELI & GROCERY CORP,,Tobacco Retail Dealer,Revoked,10/25/2005,Inactive
1106257-DCA,103 & LEXINGTON EXPRESS INC.,,Tobacco Retail Dealer,Revoked,10/25/2005,Inactive
0833062-DCA,"GRAND PRIX COLLISON & TOWING, INC.",,Tow Truck Company,Suspended,10/27/2005,Inactive
1047790-DCA,SALCEDO JORGE,MCKINLEY GROCERY,Tobacco Retail Dealer,Revoked,10/27/2005,Inactive
1161837-DCA,2233 PITKIN GROCERY CORP.,,Tobacco Retail Dealer,Revoked,10/27/2005,Inactive
1076387-DCA,"RICOCHET SERVICE CENTER, INC.",INTER-COUNTY AUTO REPAIR,Tow Truck Company,Suspended,10/28/2005,Inactive
1170677-DCA,"DIAZ, FERANCISCO",LOS COMPADRES DELI GROCERY,Tobacco Retail Dealer,Surrendered,10/28/2005,Inactive
0906123-DCA,A & S ROOFING CORP.,,Home Improvement Contractor,Revoked,10/31/2005,Inactive
1026466-DCA,UNIVERSAL CONSTRUCTION INT. & EXT. RESTORATION INC.,,Home Improvement Contractor,Revoked,10/31/2005,Inactive
1100665-DCA,"SURUJNARINE, SEETA",UNIROYAL CONSTRUCTION,Home Improvement Contractor,Revoked,10/31/2005,Inactive
1108540-DCA,KPS DELI & GROCERY INC.,,Tobacco Retail Dealer,Revoked,10/31/2005,Inactive
1163349-DCA,"KAHN, QADEER",EXTREME CONTRACTING,Home Improvement Contractor,Revoked,10/31/2005,Inactive
1163738-DCA,"LIBERTY DELI & GROCERY ON AMSTERDAM, INC.",,Tobacco Retail Dealer,Revoked,10/31/2005,Inactive
0874558-DCA,,,Home Improvement Salesperson,Revoked,10/31/2005,Inactive
1163352-DCA,,,Home Improvement Salesperson,Revoked,10/31/2005,Inactive
0801841-DCA,MICHELANGELO GENERAL CONSTRUCTION CORP.,,Home Improvement Contractor,Surrendered,11/1/2005,Inactive
0895503-DCA,"BENJAMIN TOWING, INC.",,Tow Truck Company,Suspended,11/1/2005,Inactive
1077431-DCA,,,Home Improvement Salesperson,Surrendered,11/1/2005,Inactive
1044869-DCA,MQ ENTERPRISE S/S INC.,,Tobacco Retail Dealer,Revoked,11/4/2005,Inactive
1045810-DCA,"SINDHA, AJITSINGH",4TH AVE DELI & GROCERY,Tobacco Retail Dealer,Revoked,11/4/2005,Inactive
1158080-DCA,"D & S FRENCH CLEANERS, INC.",,Laundry Jobber,Suspended,11/4/2005,Inactive
1162461-DCA,"POWER DELI GROCERY, INC.",,Tobacco Retail Dealer,Surrendered,11/4/2005,Inactive
1045818-DCA,216 5TH AVE. FOOD CORP.,,Tobacco Retail Dealer,Revoked,11/7/2005,Inactive
1087338-DCA,BERCELI ABC CORP.,,Home Improvement Contractor,Surrendered,11/7/2005,Inactive
0980398-DCA,EASTERN 2000 INC.,,Home Improvement Contractor,Surrendered,11/9/2005,Inactive
1071435-DCA,"MODI, GHANSHYAM",,Tobacco Retail Dealer,Revoked,11/9/2005,Inactive
1114608-DCA,"VIGO CONSTRUCTION, CORP.",,Home Improvement Contractor,Surrendered,11/9/2005,Inactive
1135742-DCA,"HOMECOMINGS FINANCIAL NETWORK, INC.",,Debt Collection Agency,Surrendered,11/9/2005,Inactive
0808343-DCA,"MODI, GHANSHYAM",,Newsstand,Suspended,11/10/2005,Inactive
1182548-DCA,"ONE MALL, INC.",,Electronics Store,Surrendered,11/10/2005,Inactive
1107268-DCA,MARIO'S CONSTRUCTION CORP.,,Home Improvement Contractor,Surrendered,11/14/2005,Inactive
1158637-DCA,"IQRA FRUITS & VEGETABLES, INC.",,Tobacco Retail Dealer,Revoked,11/14/2005,Inactive
1187202-DCA,LA REINA DELI GROCERY CORP.,,Tobacco Retail Dealer,Surrendered,11/14/2005,Inactive
1143441-DCA,,,Home Improvement Salesperson,Revoked,11/14/2005,Inactive
0910577-DCA,MISA AUTO LTD.,,Tow Truck Company,Suspended,11/15/2005,Inactive
1053610-DCA,FAISAL F AL ZOOKARI & HAYEL H KASSEM,,Tobacco Retail Dealer,Suspended,11/15/2005,Inactive
1116121-DCA,QUEENS CAR STEREO CENTER INC.,,Electronic & Appliance Service,Surrendered,11/15/2005,Inactive
1116560-DCA,QUEENS CAR STEREO CENTER INC.,,Electronics Store,Surrendered,11/15/2005,Inactive
1189668-DCA,"ESTRADA, ELDIN",E-TEC ELECTRONICS,Electronic & Appliance Service,Suspended,11/15/2005,Inactive
1196233-DCA,"SAEIDI, MOHAMED",CHURCH GROCERY AND NEWSSTAND,Tobacco Retail Dealer,Surrendered,11/15/2005,Inactive
0895650-DCA,JULIAN JOA TOWING INC.,FAST TOW,Tow Truck Company,Suspended,11/16/2005,Inactive
0825845-DCA,,,General Vendor,Surrendered,11/16/2005,Inactive
0890510-DCA,APPROVED TOWING INC.,,Tow Truck Company,Suspended,11/17/2005,Inactive
1068141-DCA,"AL-GOFI, ABDO",HINASH DELI GROCERY,Tobacco Retail Dealer,Revoked,11/17/2005,Inactive
1085179-DCA,"TORRES, VICTOR M.",STRAWBERRY GROCERY,Tobacco Retail Dealer,Revoked,11/17/2005,Inactive
1163181-DCA,HADWAN DELI GROCERY CORP.,,Tobacco Retail Dealer,Revoked,11/17/2005,Inactive
1181742-DCA,POLINI PIZZA CORP.,,Tobacco Retail Dealer,Suspended,11/17/2005,Inactive
1049299-DCA,"MARINO, GARY",ELIOT HILL DELICATESSEN,Tobacco Retail Dealer,Surrendered,11/18/2005,Inactive
1102805-DCA,"HANIF, SAMEERA",,Tobacco Retail Dealer,Suspended,11/18/2005,Inactive
1201234-DCA,"4105 MOCA GROCERY, INC.",,Tobacco Retail Dealer,Surrendered,11/18/2005,Inactive
1069271-DCA,"HOSSEIN, GAMAL M",,Tobacco Retail Dealer,Revoked,11/19/2005,Inactive
1069769-DCA,SANDHU FOOD INC.,,Tobacco Retail Dealer,Revoked,11/20/2005,Inactive
1065594-DCA,SEVERIANO LEANDRO,LEANDRO CONTRACTOR,Home Improvement Contractor,Surrendered,11/21/2005,Inactive
1113544-DCA,,,Tow Truck Driver,Suspended,11/21/2005,Inactive
