Neighborhood,Class,Units,YearBuilt,SqFt,Income,IncomePerSqFt,Expense,ExpensePerSqFt,NetIncome,Value,ValuePerSqFt,Boro
UPPER WEST SIDE (96-116),R4-CONDOMINIUM,106,1928,195971,4528890,23.11,1567768,8,2961122,21616001,110.3,Manhattan
UPPER WEST SIDE (96-116),R4-CONDOMINIUM,53,1920,132377,2440000,18.43,1125000,8.5,1315000,9461004,71.47,Manhattan
UPPER WEST SIDE (96-116),R4-CONDOMINIUM,67,1922,103749,1956706,18.86,660881,6.37,1295825,9310000,89.74,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,25,1910,44329,844467,19.05,391868,8.84,452599,3248002,73.27,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,21,1906,46991,1114157,23.71,500454,10.65,613703,4474000,95.21,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,26,2008,28300,849000,30,250000,8.83,599000,4484000,158.45,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,19,2007,29315,695059,23.71,312205,10.65,382854,2790997,95.21,Manhattan
HARLEM-CENTRAL,RR-CONDOMINIUM,48,2007,54628,1531769,28.04,673563,12.33,858206,6178000,113.09,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,11,2007,8195,229788,28.04,101044,12.33,128744,926999,113.12,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,16,1910,15210,360629,23.71,161987,10.65,198642,1253995,82.45,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,47,1892,87400,2072254,23.71,930810,10.65,1141444,8320999,95.21,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,64,2003,63252,1499705,23.71,673634,10.65,826071,6021997,95.21,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,74,2003,59844,1418901,23.71,637339,10.65,781562,5696999,95.2,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,22,2004,19500,462345,23.71,207675,10.65,254670,1856000,95.18,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,89,2008,109191,3275730,30,912837,8.36,2362893,17688028,161.99,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,10,1900,14160,335734,23.71,150804,10.65,184930,1346999,95.13,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,44,2008,55379,1160190,20.95,349995,6.32,810195,5818358,105.06,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,11,1910,25230,598203,23.71,268700,10.65,329503,2402001,95.2,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,12,2008,9741,185469,19.04,62927,6.46,122542,2039000,209.32,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,36,1933,38386,743921,19.38,340484,8.87,403437,2893001,75.37,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,41,1900,45436,1077288,23.71,483893,10.65,593395,4325999,95.21,Manhattan
HARLEM-CENTRAL,RR-CONDOMINIUM,95,2005,147404,2811000,19.07,1097000,7.44,1714000,8767000,59.48,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,48,2003,108510,2572772,23.71,1155632,10.65,1417140,10331002,95.21,Manhattan
HARLEM-CENTRAL,RR-CONDOMINIUM,123,2004,99275,2216811,22.33,764418,7.7,1452393,10503000,105.8,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,93,2006,108572,2574242,23.71,1156292,10.65,1417950,10336002,95.2,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,54,2006,67413,1598362,23.71,717948,10.65,880414,6417998,95.2,Manhattan
HARLEM-CENTRAL,RR-CONDOMINIUM,125,2007,117030,1781000,15.22,360000,3.08,1421000,9210000,78.7,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,52,2006,70212,1664727,23.71,747758,10.65,916969,6684006,95.2,Manhattan
HARLEM-CENTRAL,RR-CONDOMINIUM,39,2009,42760,1006143,23.53,362605,8.48,643538,2338500,54.69,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,170,2003,240000,5690400,23.71,2556000,10.65,3134400,22849001,95.2,Manhattan
HARLEM-WEST,R4-CONDOMINIUM,13,2002,21862,518348,23.71,232830,10.65,285518,2080999,95.19,Manhattan
HARLEM-WEST,R4-CONDOMINIUM,29,2006,31308,742313,23.71,333430,10.65,408883,2980998,95.22,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,32,1910,23822,564820,23.71,253704,10.65,311116,2267999,95.21,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,10,2008,11928,282813,23.71,127033,10.65,155780,1135000,95.15,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,14,1894,18306,434035,23.71,194959,10.65,239076,1743000,95.21,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,26,1920,35390,685504,19.37,317094,8.96,368410,2642000,74.65,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,180,2005,204835,4856638,23.71,2181493,10.65,2675145,19500992,95.2,Manhattan
HARLEM-UPPER,R4-CONDOMINIUM,6,1920,6390,123774,19.37,57254,8.96,66520,476001,74.49,Manhattan
HARLEM-UPPER,R4-CONDOMINIUM,20,1920,17565,340234,19.37,157382,8.96,182852,1311001,74.64,Manhattan
HARLEM-UPPER,R4-CONDOMINIUM,12,2005,12000,284520,23.71,127800,10.65,156720,1142004,95.17,Manhattan
HARLEM-UPPER,R4-CONDOMINIUM,54,1908,30886,598262,19.37,276739,8.96,321523,2305012,74.63,Manhattan
HARLEM-UPPER,R4-CONDOMINIUM,64,1907,43135,835525,19.37,386490,8.96,449035,3220000,74.65,Manhattan
HARLEM-UPPER,R4-CONDOMINIUM,25,1926,24132,467437,19.37,216223,8.96,251214,1800999,74.63,Manhattan
HARLEM-UPPER,R4-CONDOMINIUM,35,1920,30441,589642,19.37,272751,8.96,316891,2272000,74.64,Manhattan
HARLEM-UPPER,R4-CONDOMINIUM,50,1913,86020,1666207,19.37,770739,8.96,895468,6421002,74.65,Manhattan
HARLEM-UPPER,R4-CONDOMINIUM,36,1920,38578,747256,19.37,345659,8.96,401597,1650003,42.77,Manhattan
HARLEM-UPPER,R4-CONDOMINIUM,49,2005,67805,1467300,21.64,444801,6.56,1022499,7495006,110.54,Manhattan
HARLEM-UPPER,R4-CONDOMINIUM,74,1912,107100,2074527,19.37,959616,8.96,1114911,7993998,74.64,Manhattan
WASHINGTON HEIGHTS LOWER,R4-CONDOMINIUM,13,2008,22052,525000,23.81,135000,6.12,390000,2827999,128.24,Manhattan
WASHINGTON HEIGHTS LOWER,R4-CONDOMINIUM,48,1920,52476,960836,18.31,484353,9.23,476483,3428002,65.33,Manhattan
WASHINGTON HEIGHTS LOWER,R4-CONDOMINIUM,93,1930,97650,1581930,16.2,895451,9.17,686479,4673994,47.86,Manhattan
WASHINGTON HEIGHTS LOWER,R4-CONDOMINIUM,53,1900,58230,676633,11.62,362191,6.22,314442,1693970,29.09,Manhattan
WASHINGTON HEIGHTS LOWER,R4-CONDOMINIUM,41,1920,51426,886584,17.24,488033,9.49,398551,2877999,55.96,Manhattan
WASHINGTON HEIGHTS UPPER,R4-CONDOMINIUM,113,1969,109752,2370643,21.6,1162274,10.59,1208369,8769541,79.9,Manhattan
WASHINGTON HEIGHTS UPPER,R4-CONDOMINIUM,79,1937,101844,2322043,22.8,809660,7.95,1512383,10988001,107.89,Manhattan
WASHINGTON HEIGHTS UPPER,RR-CONDOMINIUM,72,1928,72986,1124725,15.41,513092,7.03,611633,3982000,54.56,Manhattan
WASHINGTON HEIGHTS UPPER,R4-CONDOMINIUM,20,2002,22838,681714,29.85,282506,12.37,399208,2991000,130.97,Manhattan
WASHINGTON HEIGHTS UPPER,R4-CONDOMINIUM,56,2003,75765,2124451,28.04,934182,12.33,1190269,8567994,113.09,Manhattan
INWOOD,R4-CONDOMINIUM,89,1925,76970,1029089,13.37,525705,6.83,503384,3338998,43.38,Manhattan
INWOOD,R4-CONDOMINIUM,12,2006,10950,236520,21.6,115961,10.59,120559,884000,80.73,Manhattan
LONG ISLAND CITY,R4-CONDOMINIUM,57,2007,53685,1368968,25.5,416059,7.75,952909,6180002,115.12,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,177,1909,187845,3381210,18,1292374,6.88,2088836,13433994,71.52,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,184,2008,249920,6185520,24.75,1936880,7.75,4248640,30992004,124.01,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,121,2007,113450,2892975,25.5,933694,8.23,1959281,14100000,124.28,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,3,2007,3360,94618,28.16,27653,8.23,66965,446000,132.74,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,35,1955,55421,798617,14.41,387947,7,410670,2840003,51.24,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,13,2006,18375,459559,25.01,147000,8,312559,2270002,123.54,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,132,2008,140166,3505552,25.01,1121328,8,2384224,17316000,123.54,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,48,2007,58876,1472489,25.01,471008,8,1001481,7273000,123.53,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,41,2008,34824,870948,25.01,269886,7.75,601062,4365004,125.34,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,43,2007,58500,1463085,25.01,468000,8,995085,7227003,123.54,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,23,2007,36875,922244,25.01,295000,8,627244,4554999,123.53,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,54,2006,60623,1576198,26,484984,8,1091214,7118995,117.43,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,72,2007,80874,2022659,25.01,646992,8,1375667,9455999,116.92,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,124,2007,141041,3314464,23.5,1198849,8.5,2115615,15395032,109.15,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,237,1920,310173,5428028,17.5,1888954,6.09,3539074,22529001,72.63,Queens
SUNNYSIDE,R4-CONDOMINIUM,15,2005,15610,329839,21.13,115514,7.4,214325,1575000,100.9,Queens
SUNNYSIDE,R4-CONDOMINIUM,39,2006,25035,511465,20.43,195523,7.81,315942,2305001,92.07,Queens
SUNNYSIDE,R4-CONDOMINIUM,52,1936,54986,769804,14,357409,6.5,412395,2529007,45.99,Queens
SUNNYSIDE,R4-CONDOMINIUM,60,1936,58926,839696,14.25,383019,6.5,456677,2629008,44.62,Queens
SUNNYSIDE,R4-CONDOMINIUM,93,1930,69337,976265,14.08,450691,6.5,525574,3230009,46.58,Queens
SUNNYSIDE,R4-CONDOMINIUM,64,1938,59920,853860,14.25,359520,6,494340,3031002,50.58,Queens
SUNNYSIDE,R4-CONDOMINIUM,31,2006,32825,787800,24,279013,8.5,508787,3683999,112.23,Queens
SUNNYSIDE,R4-CONDOMINIUM,30,1988,27636,352635,12.76,124638,4.51,227997,1523999,55.15,Queens
SUNNYSIDE,R4-CONDOMINIUM,47,1939,42000,620340,14.77,294000,7,326340,1946996,46.36,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,64,2006,64957,1623275,24.99,535895,8.25,1087380,7898003,121.59,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,44,2007,32057,737311,23,256456,8,480855,341777,10.66,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,39,1931,52053,801096,15.39,364371,7,436725,2909995,55.9,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,66,2004,66590,1662752,24.97,399540,6,1263212,9174990,137.78,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,121,2007,124347,3107432,24.99,932603,7.5,2174829,15796001,127.03,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,26,2005,25938,648709,25.01,201020,7.75,447689,3247998,125.22,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,25,2007,30480,746760,24.5,243840,8,502920,3652992,119.85,Queens
ASTORIA,R4-CONDOMINIUM,73,2006,71589,1718136,24,572712,8,1145424,7787006,108.77,Queens
ASTORIA,R4-CONDOMINIUM,11,2006,6920,164281,23.74,51900,7.5,112381,749005,108.24,Queens
ASTORIA,R4-CONDOMINIUM,29,2006,24480,581155,23.74,173074,7.07,408081,2975004,121.53,Queens
ASTORIA,R4-CONDOMINIUM,57,2006,19588,437988,22.36,146910,7.5,291078,2078001,106.09,Queens
ASTORIA,R4-CONDOMINIUM,27,2006,30386,666365,21.93,195686,6.44,470679,3360004,110.58,Queens
ASTORIA,R4-CONDOMINIUM,35,2009,28564,638691,22.36,199948,7,438743,3177000,111.22,Queens
ASTORIA,R4-CONDOMINIUM,30,2006,26598,631437,23.74,188048,7.07,443389,2954002,111.06,Queens
ASTORIA,R4-CONDOMINIUM,15,2008,11282,263660,23.37,84615,7.5,179045,1192996,105.74,Queens
ASTORIA,R4-CONDOMINIUM,26,2008,28100,592067,21.07,220585,7.85,371482,2719999,96.8,Queens
ASTORIA,R4-CONDOMINIUM,33,2008,37111,797515,21.49,270539,7.29,526976,3857992,103.96,Queens
ASTORIA,R4-CONDOMINIUM,85,1932,61600,915992,14.87,393624,6.39,522368,3600995,58.46,Queens
ASTORIA,R4-CONDOMINIUM,30,2006,18292,392546,21.46,148714,8.13,243832,1790000,97.86,Queens
ASTORIA,R4-CONDOMINIUM,125,1963,99600,1481052,14.87,636444,6.39,844608,5862016,58.86,Queens
ASTORIA,R4-CONDOMINIUM,74,1950,55000,852500,15.5,385000,7,467500,2969978,54,Queens
ASTORIA,R4-CONDOMINIUM,11,2007,8320,169645,20.39,59405,7.14,110240,734003,88.22,Queens
ASTORIA,R4-CONDOMINIUM,81,1957,82760,1252986,15.14,594217,7.18,658769,4540002,54.86,Queens
ASTORIA,R4-CONDOMINIUM,18,2008,16125,354750,22,114649,7.11,240101,1694410,105.08,Queens
ASTORIA,R4-CONDOMINIUM,10,2007,9767,234408,24,77745,7.96,156663,1119001,114.57,Queens
ASTORIA,R4-CONDOMINIUM,24,2007,10450,250800,24,88825,8.5,161975,1179020,112.82,Queens
ASTORIA,R4-CONDOMINIUM,19,2005,14723,315956,21.46,119698,8.13,196258,1402000,95.23,Queens
ASTORIA,R4-CONDOMINIUM,201,1910,194780,4674720,24,1655630,8.5,3019090,20849996,107.04,Queens
ASTORIA,R4-CONDOMINIUM,8,2006,7245,124324,17.16,26227,3.62,98097,710000,98,Queens
ASTORIA,R4-CONDOMINIUM,18,2006,15410,330699,21.46,125283,8.13,205416,1488002,96.56,Queens
ASTORIA,R4-CONDOMINIUM,32,1994,17250,317055,18.38,120750,7,196305,1412001,81.86,Queens
ASTORIA,R4-CONDOMINIUM,405,1989,372700,7267650,19.5,3085956,8.28,4181694,27860991,74.75,Queens
WOODSIDE,R4-CONDOMINIUM,18,2008,20291,466693,23,172474,8.5,294219,1962784,96.73,Queens
JACKSON HEIGHTS,R4-CONDOMINIUM,96,1939,128050,1824713,14.25,896350,7,928363,5692008,44.45,Queens
JACKSON HEIGHTS,R4-CONDOMINIUM,41,1939,50996,734342,14.4,369721,7.25,364621,2278001,44.67,Queens
JACKSON HEIGHTS,R4-CONDOMINIUM,96,1942,120000,1770000,14.75,900000,7.5,870000,5797000,48.31,Queens
JACKSON HEIGHTS,R4-CONDOMINIUM,52,1937,66083,966794,14.63,462581,7,504213,3112988,47.11,Queens
JACKSON HEIGHTS,R4-CONDOMINIUM,214,1964,214300,3321650,15.5,1500100,7,1821550,11880022,55.44,Queens
JACKSON HEIGHTS,R4-CONDOMINIUM,57,1937,64010,697709,10.9,373178,5.83,324531,2008996,31.39,Queens
ELMHURST,R4-CONDOMINIUM,20,1991,16000,263200,16.45,128000,8,135200,877808,54.86,Queens
WOODSIDE,R4-CONDOMINIUM,63,1986,62254,1086955,17.46,529159,8.5,557796,3707006,59.55,Queens
WOODSIDE,R4-CONDOMINIUM,24,2005,20298,404336,19.92,173751,8.56,230585,1568000,77.25,Queens
WOODSIDE,R4-CONDOMINIUM,28,2005,19625,393678,20.06,137375,7,256303,1833003,93.4,Queens
ELMHURST,R4-CONDOMINIUM,30,2006,22926,465169,20.29,162775,7.1,302394,2725998,118.9,Queens
JACKSON HEIGHTS,R4-CONDOMINIUM,89,1951,73800,1129140,15.3,553500,7.5,575640,3913994,53.04,Queens
JACKSON HEIGHTS,R4-CONDOMINIUM,52,1929,60900,852600,14,422037,6.93,430563,2926002,48.05,Queens
JACKSON HEIGHTS,R4-CONDOMINIUM,60,1928,49392,821389,16.63,296352,6,525037,2364996,47.88,Queens
JACKSON HEIGHTS,R4-CONDOMINIUM,88,1927,82000,1127500,13.75,498560,6.08,628940,4247004,51.79,Queens
JACKSON HEIGHTS,R4-CONDOMINIUM,62,2006,46128,834917,18.1,355186,7.7,479731,3261000,70.69,Queens
ELMHURST,R4-CONDOMINIUM,58,2008,44941,1041732,23.18,361775,8.05,679957,4960005,110.37,Queens
ELMHURST,R4-CONDOMINIUM,12,2004,22574,504755,22.36,169305,7.5,335450,2412001,106.85,Queens
ELMHURST,R4-CONDOMINIUM,22,1987,20652,320106,15.5,144564,7,175542,1132003,54.81,Queens
ELMHURST,R4-CONDOMINIUM,65,1937,51890,795474,15.33,363230,7,432244,2893000,55.75,Queens
ELMHURST,R4-CONDOMINIUM,82,1939,84057,1156624,13.76,630428,7.5,526196,3641990,43.33,Queens
ELMHURST,R4-CONDOMINIUM,144,1954,144300,2024529,14.03,1010100,7,1014429,6671982,46.24,Queens
ELMHURST,R4-CONDOMINIUM,147,1960,115364,1740843,15.09,865230,7.5,875613,5335027,46.25,Queens
ELMHURST,R4-CONDOMINIUM,114,1989,130980,2095680,16,829103,6.33,1266577,8768001,66.94,Queens
ELMHURST,R4-CONDOMINIUM,20,2002,20510,424352,20.69,198127,9.66,226225,1528002,74.5,Queens
ELMHURST,R4-CONDOMINIUM,14,2003,13560,280556,20.69,130990,9.66,149566,1093003,80.6,Queens
ELMHURST,R4-CONDOMINIUM,17,2009,14767,305529,20.69,142649,9.66,162880,1187997,80.45,Queens
ELMHURST,R4-CONDOMINIUM,26,2005,25499,527574,20.69,246320,9.66,281254,1910001,74.9,Queens
ELMHURST,R4-CONDOMINIUM,75,1980,105000,1515150,14.43,735000,7,780150,5167998,49.22,Queens
ELMHURST,R4-CONDOMINIUM,22,1980,27450,381830,13.91,164700,6,217130,1430000,52.09,Queens
ELMHURST,R4-CONDOMINIUM,42,2006,54852,1255562,22.89,535356,9.76,720206,5177994,94.4,Queens
ELMHURST,R4-CONDOMINIUM,8,2006,9563,242326,25.34,81286,8.5,161040,1095002,114.5,Queens
ELMHURST,R4-CONDOMINIUM,8,1998,8610,154980,18,58548,6.8,96432,673998,78.28,Queens
ELMHURST,R4-CONDOMINIUM,18,2010,19060,425419,22.32,110929,5.82,314490,2293999,120.36,Queens
ELMHURST,RR-CONDOMINIUM,14,2006,8400,184800,22,57120,6.8,127680,868000,103.33,Queens
CORONA,R4-CONDOMINIUM,10,2004,9850,168829,17.14,61957,6.29,106872,737000,74.82,Queens
CORONA,R4-CONDOMINIUM,27,2006,18569,449741,24.22,157837,8.5,291904,1991001,107.22,Queens
CORONA,R4-CONDOMINIUM,33,2007,20329,509648,25.07,162632,8,347016,2392000,117.66,Queens
CORONA,R4-CONDOMINIUM,87,2005,78190,1960223,25.07,742805,9.5,1217418,8390999,107.32,Queens
CORONA,R4-CONDOMINIUM,18,2008,24344,610304,25.07,206924,8.5,403380,2928999,120.32,Queens
ELMHURST,R4-CONDOMINIUM,74,1959,64938,882507,13.59,474047,7.3,408460,2508008,38.62,Queens
ELMHURST,R4-CONDOMINIUM,100,1986,104150,1448727,13.91,676975,6.5,771752,4993948,47.95,Queens
ELMHURST,R4-CONDOMINIUM,77,1964,72000,964800,13.4,339120,4.71,625680,4000020,55.56,Queens
ELMHURST,R4-CONDOMINIUM,20,2004,22536,583682,25.9,225360,10,358322,2145002,95.18,Queens
CORONA,R4-CONDOMINIUM,40,2004,35706,864799,24.22,303501,8.5,561298,4084000,114.38,Queens
CORONA,R4-CONDOMINIUM,29,1992,25040,413160,16.5,209084,8.35,204076,1360003,54.31,Queens
CORONA,R4-CONDOMINIUM,24,2004,16136,417922,25.9,153292,9.5,264630,1799001,111.49,Queens
REGO PARK,R4-CONDOMINIUM,112,1985,137200,2195200,16,891800,6.5,1303400,7907973,57.64,Queens
REGO PARK,R4-CONDOMINIUM,206,1988,190498,3028918,15.9,1619233,8.5,1409685,8480988,44.52,Queens
REGO PARK,R4-CONDOMINIUM,73,1992,51254,820064,16,389018,7.59,431046,2816003,54.94,Queens
REGO PARK,R4-CONDOMINIUM,32,1999,30520,586594,19.22,244160,8,342434,2207992,72.35,Queens
REGO PARK,R4-CONDOMINIUM,546,1952,460765,7833005,17,3004188,6.52,4828817,33984000,73.76,Queens
REGO PARK,R4-CONDOMINIUM,139,1949,132000,1904760,14.43,990000,7.5,914760,5937012,44.98,Queens
REGO PARK,R4-CONDOMINIUM,22,2006,54420,1409478,25.9,489780,9,919698,6294998,115.67,Queens
REGO PARK,R4-CONDOMINIUM,157,1959,148800,2257296,15.17,1041600,7,1215696,7818005,52.54,Queens
FOREST HILLS,R4-CONDOMINIUM,12,2009,10580,285660,27,89930,8.5,195730,1417000,133.93,Queens
FOREST HILLS,R4-CONDOMINIUM,103,1955,119194,2150260,18.04,1072746,9,1077514,6993005,58.67,Queens
FOREST HILLS,R4-CONDOMINIUM,73,1960,57269,1033133,18.04,515421,9,517712,3146014,54.93,Queens
FOREST HILLS,R4-CONDOMINIUM,226,1991,282298,5180168,18.35,1976086,7,3204082,23051005,81.65,Queens
FOREST HILLS,R4-CONDOMINIUM,8,1990,5480,91790,16.75,32880,6,58910,414998,75.73,Queens
FLUSHING MEADOW PARK,R4-CONDOMINIUM,28,1990,32000,571840,17.87,296000,9.25,275840,1874997,58.59,Queens
ELMHURST,R4-CONDOMINIUM,14,1990,14013,238221,17,73428,5.24,164793,1119997,79.93,Queens
ELMHURST,R4-CONDOMINIUM,30,2004,24285,588183,24.22,192823,7.94,395360,2725001,112.21,Queens
ELMHURST,R4-CONDOMINIUM,62,1962,51341,714153,13.91,333717,6.5,380436,2463954,47.99,Queens
ELMHURST,R4-CONDOMINIUM,15,2007,12060,292093,24.22,96480,8,195613,1422998,117.99,Queens
MASPETH,R4-CONDOMINIUM,11,1987,9765,135831,13.91,51169,5.24,84662,558000,57.14,Queens
ELMHURST,R4-CONDOMINIUM,20,1986,20679,298398,14.43,118904,5.75,179494,1196000,57.84,Queens
ELMHURST,R4-CONDOMINIUM,25,1987,20333,293405,14.43,121998,6,171407,1120000,55.08,Queens
MIDDLE VILLAGE,R4-CONDOMINIUM,46,2007,38062,951550,25,304496,8,647054,4719992,124.01,Queens
ELMHURST,R4-CONDOMINIUM,21,2006,18328,443904,24.22,145524,7.94,298380,2042001,111.41,Queens
MIDDLE VILLAGE,R4-CONDOMINIUM,16,2007,9742,263034,27,73260,7.52,189774,1307999,134.26,Queens
MIDDLE VILLAGE,R4-CONDOMINIUM,28,1987,31080,483294,15.55,196426,6.32,286868,1903001,61.23,Queens
REGO PARK,R4-CONDOMINIUM,21,2001,40000,901200,22.53,334000,8.35,567200,3883002,97.08,Queens
REGO PARK,R4-CONDOMINIUM,42,1960,26118,415276,15.9,182826,7,232450,1485009,56.86,Queens
REGO PARK,R4-CONDOMINIUM,56,1961,39840,604373,15.17,278880,7,325493,2126000,53.36,Queens
REGO PARK,R4-CONDOMINIUM,67,1941,63693,966223,15.17,509544,8,456679,2983009,46.83,Queens
REGO PARK,R4-CONDOMINIUM,36,1955,23172,370752,16,175875,7.59,194877,1272999,54.94,Queens
REGO PARK,R4-CONDOMINIUM,64,1941,66324,1006135,15.17,530592,8,475543,3106004,46.83,Queens
REGO PARK,R4-CONDOMINIUM,78,1988,67502,1147534,17,459014,6.8,688520,4648993,68.87,Queens
REGO PARK,R4-CONDOMINIUM,164,1952,149558,2392928,16,1135145,7.59,1257783,8270025,55.3,Queens
REGO PARK,R4-CONDOMINIUM,66,1939,63000,992250,15.75,478170,7.59,514080,3336001,52.95,Queens
REGO PARK,R4-CONDOMINIUM,67,1941,63998,970850,15.17,485745,7.59,485105,3189994,49.85,Queens
REGO PARK,R4-CONDOMINIUM,64,1941,71316,1141056,16,541288,7.59,599768,3850014,53.99,Queens
REGO PARK,R4-CONDOMINIUM,33,2007,22930,645250,28.14,170141,7.42,475109,3274999,142.83,Queens
FOREST HILLS,R4-CONDOMINIUM,58,1932,38582,651650,16.89,270074,7,381576,2576997,66.79,Queens
FOREST HILLS,R4-CONDOMINIUM,95,2004,108788,2398775,22.05,629883,5.79,1768892,12192001,112.07,Queens
KEW GARDENS,R4-CONDOMINIUM,75,1956,65990,1088835,16.5,582032,8.82,506803,3377001,51.17,Queens
KEW GARDENS,R4-CONDOMINIUM,39,2004,42795,1108391,25.9,513540,12,594851,4100001,95.81,Queens
KEW GARDENS,R4-CONDOMINIUM,30,2001,38000,726940,19.13,285000,7.5,441940,3045999,80.16,Queens
KEW GARDENS,R4-CONDOMINIUM,59,2005,52033,1347655,25.9,494314,9.5,853341,5881004,113.02,Queens
KEW GARDENS,R4-CONDOMINIUM,41,2002,35180,792254,22.52,246260,7,545994,3638006,103.41,Queens
FOREST HILLS,R4-CONDOMINIUM,95,1938,84954,1359264,16,653296,7.69,705968,4767001,56.11,Queens
FOREST HILLS,R4-CONDOMINIUM,39,1939,31511,532221,16.89,277927,8.82,254294,1693991,53.76,Queens
FOREST HILLS,R4-CONDOMINIUM,59,1971,51376,796328,15.5,318531,6.2,477797,2959002,57.6,Queens
KEW GARDENS,R4-CONDOMINIUM,83,1923,104492,1567380,15,803543,7.69,763837,4989003,47.75,Queens
RIDGEWOOD,R4-CONDOMINIUM,17,2002,12607,319461,25.34,126070,10,193391,1221001,96.85,Queens
GLENDALE,R4-CONDOMINIUM,50,1903,54954,934218,17,439632,8,494586,3068997,55.85,Queens
COLLEGE POINT,R4-CONDOMINIUM,33,2002,30185,623018,20.64,211597,7.01,411421,2850993,94.45,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,16,2007,14400,316800,22,95040,6.6,221760,1630002,113.19,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,23,1990,22528,326656,14.5,139223,6.18,187433,1234000,54.78,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,34,2007,38616,965400,25,308928,8,656472,4777660,123.72,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,20,2006,18668,344425,18.45,118542,6.35,225883,1567999,83.99,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,20,2005,15422,359333,23.3,107954,7,251379,1745002,113.15,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,10,2007,13008,303086,23.3,91056,7,212030,1472003,113.16,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,32,2007,40800,950640,23.3,306000,7.5,644640,4455000,109.19,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,60,2007,60201,1282281,21.3,393113,6.53,889168,6623323,110.02,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,23,2007,26228,611112,23.3,170482,6.5,440630,3123000,119.07,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,24,1987,23100,346500,15,133980,5.8,212520,1111002,48.1,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,54,2004,60665,1091970,18,336691,5.55,755279,4620007,76.16,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,28,2007,25777,552659,21.44,168324,6.53,384335,2819996,109.4,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,47,2003,48785,1195233,24.5,390280,8,804953,5625998,115.32,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,20,2004,14250,285000,20,89063,6.25,195937,1403999,98.53,Queens
